sentence1,sentence2,label
"Даридай отчигин хажуугаас өгүүлрүүн: «Тэврэх хайрт эр чинь Тэртээ давааг давав. Уйлан санах эр чинь Ус олныг гэтлэв. Хайлж уйлавч Харж чамайг үзэхгүй, Хайж эрэвч Хаалга зам нь олдохгүй.»","Даридай отчигин хажуугаас: «Тэврэх хайрт эр чинь Тэртээ даваа туулсан. Уйлан санах эр чинь Усны олон мөрийг гэтэлгэсэн. Хайлж уйлсан ч Харж чамайг олж харахгүй, Хайж эрэвч Хаалга зам нь олдохгүй.»","1"
"Өэлүн үжнийг Есүхэй баатар тэгээд гэртээ авчирч гэргий болгов.","Есүхэй баатар Өэлүн үжинг гэртээ авчирч гэргий болгосон.","1"
"Амбагай хаан баригдаад Хадаан, Хотала хоёрыг нэр заасан тул хамаг монгол, тайчууд нар Онон мөрний Хорхунагийн хөндий гэдэг газар цугларч хэлэлцээд, Хоталыг хаан болгов.","Амбагай хаан баригдаад Хадаан, Хотала хоёрыг нэрлэж, Монгол болон тайчууд Онон мөрний Хорхунагийн хөндийд цугларч, Хоталыг хаан болгохоор шийдсэн.","1"
"Хотала хааныг хаан өргөмжлөөд Хорхунагийн саглагар модны дор хавирга газрыг халцартал, өвдөг газрыг өлтөртөл дэвхцэн бүжиглэж хуримлав.","Хотала хааныг хаан болгосны дараа Хорхунагийн саглагар модны дор хавирга газрыг халцартал, өвдөг газрыг өлтөртөл бүжиглэж хуримласан.","1"
"Хотала хаан болоод Хадаан тайжитай хоёулаа татаар иргэнээс өшөө авахаар мордов.","Хотала хаан болсон хойноо Хадаан тайжтай хамт татаар иргэдээс өшөө авахаар мордсон.","1"
"Татаарын Хотан бараг, Жали буха хоёртой арван гурван удаа байлдавч, Амбагай хааны өшөөг сайтар авч эс чадав.","Татаар Хотан бараг, Жали буха хоёртой арван гурван удаа байлдсан ч Амбагай хааны өшөөг авахад чадахгүй байв.","1"
"Есүхэй баатар, татаарын Тэмүжин-үгэ, Хори-буха зэргийн татаар хүнийг барьж ирэхэд жирэмсэн байсан Өэлүн үжин, Ононы Дэлүүн болдог гэдэг газар Чингис хааныг төрүүлжээ.","Есүхэй баатар Тэмүжин-үгэ, Хори-буха зэрэг татаар хүмүүсийг барьж ирэхэд Өэлүн үжин жирэмсэн байсан бөгөөд Ононы Дэлүүн болдог газар Чингис хааныг төрүүлсэн.","1"
"Чингис төрөхдөө баруун гарт шагайн чинээ нөж атган төржээ.","Чингис төрөхдөө баруун гарт шагай шиг нөж атган төрсөн.","1"
"Татаарын Тэмүжин-үгээг барьж ирэх цагт тохиолдож төрөв гэж Тэмүжин нэрийг өгчээ.","Тэмүжин-үгээг барьж ирэх үед Чингис төрсөн тул Тэмүжин гэдэг нэрийг өгсөн.","1"
"Есүхэй баатрын Өэлүн үжинээс Тэмүжин, Хасар, Хачиун, Тэмүгэ дөрвөн хөвүүн төрөв. Бас Тэмүлэн нэртэй нэгэн охин төрөв.","Есүхэй баатрын эхнэр Өэлүн үжингээс Тэмүжин, Хасар, Хачиун, Тэмүгэ гэсэн дөрвөн хөвүүн төрсөн. Мөн Тэмүлэн гэдэг охин төрсөн.","1"
"Есүхэй баатрын нөгөө гэргий Сочигэл эхээс төрсөн Бэгтэр, Бэлгүтэй хоёр бүлгээ.","Есүхэй баатрын нөгөө гэргий Сочигэл эхээс Бэгтэр, Бэлгүтэй хоёр хөвүүн төрсөн.","1"
"Тэмүүжинийг есөн настай байхад Зочи-Хасар долоон настай, Хачиун алчи таван настай, Тэмүгэ отчигин гурван настай.","Тэмүүжин есөн настай байх үед Зочи-Хасар долоон настай, Хачиун таван настай, Тэмүгэ гурван настай байсан.","1"
"Манай хонгирад хэдийнээс бусдын нутаг ба хүнийг булаан тэмцэлддэггүй.","Манай хонгирад бусдын нутагт халдаж, хүмүүсийг булаан тэмцэлддэггүй болсон.","1"
"Харь улсыг үл довтлон Хацар сайт охидоо Хасаг тэргэнд суулгаж Хар буур хөллөж Хатируулж одож Хаан болсон та нарын Хатан сууринд дэвшүүлж Хамт суулгана.","Бид харь улсыг халдаж, хацар гоо охидоо суулгаад, хар буур дээр хөллөж, хатируулж, хаан болсон та нарын хатан сууринд дэвшүүлж хамт суулгах болно.","1"
"Өөр иргэнийг үл тэмцэн Өнгө сайт охидоо Өлжгэтэй (суудалтай) тэргэнд суулгаж Өл буур хөллөж Үүсгэж одож Өндөр суурь эзлэгчдийн Өрөөл хань болгоно.","Бусад иргэдтэй тэмцэлдэж, өнгө гоо охидоо өлжгэтэй тэргэнд суулгаад, өл буур хөллөж, өндөр суурь эзлэгчдийн өрөөл хань болгож үүсгэнэ.","1"
"Манай хонгирад хэдийнээс хацар гоо хатадтай, өнгө сайн охидтой тул зээгийн зүсээр, охидын өнгөөр явна.","Манай хонгирад хэдийнээс хацар гоо хатадтай, өнгө сайтай охидтой болсон тул зээгийн зүсээр, охидын өнгөөр явдаг.","1"
"Нуган хүүхэд нутгаа эзэмшинэ. Охин хүүхэд өнгө шилэгдэнэ.","Нуган хүүхэд нутгаа эзэмшиж, охин хүүхэд өнгө шилэгдэнэ.","1"
"Есүхэй худ, миний гэрт оч. Надад өчүүхэн охин бий. Та үз» гэж, Дэй сэцэн хэлээд Есүхэйг гэртээ дагуулж аваачив.","Дэй сэцэн Есүхэйд, «Миний гэрт оч. Надад нэг жижигхэн охин бий. Та харж үзээрэй» гэж хэлээд Есүхэйг гэртээ дагуулж аваачив.","1"
"Есүхэй худ, охиныг үзвэл нүүртээ гэрэлтэй, нүдэндээ галтай охин тул санаанд нийлэв. Түүний нэр Бөртэ гэнэ. Тэмүжинээс нэгэн нас ах, аравтай ажээ.","Есүхэй охиныг үзэхэд, түүний нүүрт гэрэлтэй, нүдэнд галтай байсан нь санаанд нийцэв. Түүний нэр Бөртэ бөгөөд Тэмүжинээс нэг нас ах, аравтай байжээ.","1"
